id,Title,Content,SKU,"Product Type","Parent Product ID","Product Attributes","Product categories",_languages,"Product Type"
1633,"[:en]Consulting in GCC: Understanding the Value Add[:ar]الخدمات الاستشارية في دول مجلس التعاون الخليجي: الإحاطة بقيمتها المضافة[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>GCC Region",,simple
1634,"[:en]Crowdfunding in the GCC - A New and Faster Source of Funding[:ar]التمويل الجماعي في دول مجلس التعاون الخليجي[:]","[:en]Marmore Research Report[:ar]Marmore Research Report[:]",,simple,0,,"Technology|Country>GCC Region",,simple
1635,"[:en]AI: The Implications for Jobs in the GCC[:ar]الذكاء الصناعي: تداعيات الوظائف في دول مجلس التعاون الخليجي[:]","[:en]Marmore Research Report[:ar]Marmore Research Report[:]",,simple,0,,"Technology|Country>GCC Region|Policy>Productivity and Workforce Studies",,simple
1636,"[:en]Militarization of GCC[:ar]الدعم العسكري في دول مجلس التعاون الخليجي[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Macroeconomic Policies",,simple
1637,"[:en]Blockchain: More respectable so far than Crypto’s[:ar]تقنية بلوك تشين: ذات موثوقية، حتى الآن[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Technology|Country>GCC Region",,simple
1638,"[:en]Kuwait Labour Productivity[:ar]إنتاجية العمالة في الكويت[:]","[:en]Policy Research Report (Bilingual)[:ar]Policy Research Report (Bilingual)[:]",,simple,0,,"Country>Kuwait|Policy>Productivity and Workforce Studies",,simple
1639,"[:en]Kuwait’s PPP Law[:ar]قانون الشراكة بين القطاعين العام والخاص في دولة الكويت[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,Country>Kuwait|Policy>Regulatory,,simple
1641,"[:en]GCC Free Trade Zones[:ar]المناطق التجارية الحرة في الخليج[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Productivity and Workforce Studies",,simple
1642,"[:en]Kuwait SME’s - Accelerating Economic Diversification[:ar]المشروعات الصغيرة والمتوسطة في الكويت – الإسراع بوتيرة التنويع الاقتصادي[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>Kuwait",,simple
1643,"[:en]Kuwait and China - Areas of Partnership for Facilitating Sustainable Economic Development[:ar]مجالات الشراكة تحقيقاً للتنمية المستدامة - الكويت والصين[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>Kuwait|Policy>National Competitiveness and Innovation",,simple
1644,"[:en]LJY - Yes We Can: FDI in Kuwait[:ar]نعم نستطيع - الاستثمار الأجنبي المباشر[:]","[:en]Marmore Case Study[:ar]Marmore Case Study[:]",,simple,0,,"Country>Kuwait|Policy>Macroeconomic Policies",,simple
1645,"[:en]Extending the Lifeline – Healthcare[:ar]إطالة أمد الحياة – الرعاية الصحية[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Industries and Sectorial Policies",,simple
1646,"[:en]Spreading Wings[:ar]بسط الأجنحة[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Industries and Sectorial Policies",,simple
1647,"[:en]Shop at Shops – Retail[:ar]المتاجر – قطاع التجزئة[:]","[:en]Marmore Case Study[:ar]Marmore Case Study[:]",,simple,0,,"Policy>Industries and Sectorial Policies|Country>Kuwait",,simple
1648,"[:en]Future of Oil with Alternative Energies for Kuwait[:ar]مستقبل النفط و الطاقات البديلة للكويت[:]","[:en]Policy Research Report (Bilingual)[:ar]Policy Research Report (Bilingual)[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>Kuwait",,simple
1649,"[:en]GCC Economic and Investment Themes 2019[:ar]أبرز القضايا الاقتصادية والاستثمارية الخليجية في 2019[:]","[:en]Economy Research Reports[:ar]تقارير البحوث الاقتصادية[:]",,simple,0,,"Economy|Country>GCC Region",,simple
1650,"[:en]Kuwait - India: Opportunities for Further Leverage[:ar]الكويت – الهند: فرص أكثر للارتقاء[:]","[:en]Economy Research Reports[:ar]تقارير البحوث الاقتصادية[:]",,simple,0,,Economy|Country>Kuwait,,simple
1651,"[:en]Kuwait and Germany - Opportunities for Further Leverage[:ar]الكويت وألمانيا: فرص أكثر للارتقاء[:]","[:en]Economy Research Reports[:ar]تقارير البحوث الاقتصادية[:]",,simple,0,,Economy|Country>Kuwait,,simple
1653,"[:en]Kuwait in 20 Charts[:ar]الكويت في 20 رسمه[:]","[:en]Economy Research Reports[:ar]تقارير البحوث الاقتصادية[:]",,simple,0,,Economy|Country>Kuwait,,simple
1654,"[:en]GCC 2017 in 10 charts[:ar]10 رسوم بيانية توجز المشهد الاقتصادي لدول التعاون في 2017[:]","[:en]Economy Research Reports[:ar]تقارير البحوث الاقتصادية[:]",,simple,0,,"Economy|Country>GCC Region",,simple
1656,"[:en]GCC Economic Themes 2018[:ar]أبرز القضايا الاقتصادية الخليجية في 2018[:]","[:en]Economy Research Reports[:ar]تقارير البحوث الاقتصادية[:]",,simple,0,,"Economy|Country>GCC Region",,simple
1657,"[:en]GCC Stock Market Outlook 2019[:ar]النظرة المستقبلية لأسواق الأسهم في دول مجلس التعاون الخليجي 2019[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Country>GCC Region|Capital Markets>Market Outlook",,simple
1662,"[:en]GCC markets feel the impact of trade war[:ar]تأثير واضح للحرب التجارية على الأسواق الخليجية[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Country>GCC Region|Capital Markets>Market Outlook",,simple
1663,"[:en]GCC Markets lifted by the rally in UAE and Kuwait equities[:ar]أداء قوي للأسواق الخليجية مدفوعاً بأداء الأسهم الكويتية والإماراتية[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook",,simple
1664,"[:en]Kuwait stock market continues to be the best performer[:ar]السوق الكويتي لا يزال الأفضل أداءً بين أسواق الأسهم الخليجية[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook",,simple
1665,"[:en]A topsy-turvy May for GCC Markets[:ar]تراجع أداء معظم الأسواق الخليجية خلال شهر مايو[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook",,simple
1666,"[:en]Oil Rally Fuels Stock Markets in GCC[:ar]ارتفاع أسعار النفط ينعش أسواق المال الخليجية[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook",,simple
1667,"[:en]GCC Stock Markets - Riding on global euphoria![:ar]زخم الإدراج في المؤشرات العالمية يدفع أداء معظم الأسواق الخليجية إيجابياً[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook",,simple
1668,"[:en]GCC Stock Markets – A Tepid February[:ar]أداء باهت لأسواق الأسهم الخليجية في فبراير[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook",,simple
1669,"[:en]Equities off to a flying start in 2019[:ar]انطلاقة قوية للأسهم في عام 2019[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook",,simple
1670,"[:en]GCC M&A Report - Q1 2019[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الأول 2019[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC M&amp;A|Country>GCC Region",,simple
1671,"[:en]GCC M&A Report - Q4 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الرابع 2018[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC M&amp;A|Country>GCC Region",,simple
1672,"[:en]GCC M&A Report - Q3 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الثالث 2018[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC M&amp;A|Country>GCC Region",,simple
1673,"[:en]GCC M&A Report - Q2 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الثاني 2018[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC M&amp;A|Country>GCC Region",,simple
1674,"[:en]GCC M&A Report - Q1 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الأول 2018[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC M&amp;A|Country>GCC Region",,simple
1675,"[:en]GCC Bonds and Sukuk Market Survey- H1 2018[:ar]استطلاع سوق الصكوك والسندات في دول مجلس التعاون الخليجي – النص الأول 2018[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Bonds and Sukuk Market|Country>GCC Region",,simple
1676,"[:en]GCC Corporate Earnings – 2018[:ar]أرباح الشركات الخليجية - 2018[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Corporate Earnings|Country>GCC Region",,simple
1677,"[:en]GCC Corporate Earnings – 2017[:ar]أرباح الشركات الخليجية - 2017[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Corporate Earnings|Country>GCC Region",,simple
1678,"[:en]GCC Bonds and Sukuk Market Survey 2017[:ar]مسح سوق الصكوك والسندات في دول مجلس التعاون الخليجي لعام 2017[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Bonds and Sukuk Market|Country>GCC Region",,simple
1679,"[:en]GCC WACC - H1 2018[:ar]المتوسط المرجّح لتكلفة رأس المال في دول مجلس التعاون الخليجي – النصف الأول 2018[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Country>GCC Region|Capital Markets>GCC WACC",,simple
1680,"[:en]GCC WACC – H2 2017[:ar]المتوسط المرجح لتكلفة راس المال في دول مجلس التعاون الخليجي – النصف الثاني من عام 2017[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Country>GCC Region|Capital Markets>GCC WACC",,simple
1681,"[:en]GCC Regulatory Digest H2 2018[:ar]مراجعة الجهات الرقابية الخليجية - النصف الثاني 2018[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Regulatory",,simple
1682,"[:en]GCC Regulatory Digest H1 2018[:ar]موجز التنظيمات والتشريعات الجديدة في دول مجلس التعاون الخليجي – النصف الأول 2018[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Regulatory",,simple
1684,"[:en]Saudi Arabia opens up Islamic bonds to retail investors[:ar]المملكة العربية السعودية تفتح السندات الإسلامية للمستثمرين الأفراد[:]","[:en]First Take Report[:ar]First Take Report[:]",,simple,0,,"Others>First Take|Country>Saudi Arabia",,simple
1685,"[:en]Kuwait Budget 2019-20: 4th year of deficits after 16 years of surplus-Needed a national investment policy to spur capital markets[:ar]موازنة الكويت 2019-20 السنة الرابعة من العجز بعد 16 سنة من الفائض - مما يستوجب سياسة استثمار وطنية لتحفيز أسواق رأس المال[:]","[:en]First Take Report[:ar]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
1686,"[:en]Sheikh Jaber Al-Ahmad Al-Sabah Causeway: A $3 Billion Mega Infrastructure Project in Kuwait[:ar]جسر الشيخ جابر الأحمد الصباح: مشروع خاص بالبنية التحتية الضخمة بقيمة 3 مليار دولار في الكويت[:]","[:en]First Take Report[:ar]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
1687,"[:en]A Rainy Day in Kuwait: Flash Floods (Bilingual)[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
1688,"[:en]A Conceptual Experiment: CBUAE and SAMA Test on Digital Currencies[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>GCC Region",,simple
1689,"[:en]U.S. - China Trade War & Implications for the GCC region[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>GCC Region",,simple
1690,"[:en]Abraaj: Stunning Past, Stunted Future[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>MENA Region",,simple
1691,"[:en]Boursa Kuwait adopts FTSE Russel Industry Classification Benchmark[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
1692,"[:en]Kingdom of Saudi Arabia’s Privatization Plan[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Saudi Arabia",,simple
1693,"[:en]U.S. Withdrawal from Iran Deal[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take",,simple
1694,"[:en]Tax Cuts and Jobs Act - Corporate America Measures Impact[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take",,simple
1695,"[:en]Shale Oil Discovery: Miracle for Manama?[:]","[:en]First Take Report[:]",,simple,0,,"Country>Bahrain|Others>First Take",,simple
1696,"[:en]Remittance Tax in Kuwait: Is it coming finally?[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
1697,"[:en]Boursa Kuwait Initiates Second Phase of Market Development[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
1698,"[:en]Nasdaq Dubai launches equity index futures[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>United Arab Emirates",,simple
1699,"[:en]Soft Bank Vision Fund[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase",,simple
1700,"[:en]GDPR and Data Security - How will it impact GCC?[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
1701,[:en]Petro-yuan[:],"[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase",,simple
1702,"[:en]Fintech and GCC[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
1703,[:en]RegTech[:],"[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase",,simple
1704,"[:en]Regulatory Sandboxes[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase",,simple
1765,"[:en]GCC Ridesharing - Estimating the Market Size[:ar]قطاع تقاسم الركوب في دول الخليج – تقديرات لحجم السوق[:]","[:en]Marmore Research Report[:ar]Marmore Research Report[:]",,simple,0,,"Technology|Country>GCC Region",,simple
1780,"[:en]GCC M&A Report - Q2 2019[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الثاني 2019[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC M&amp;A|Country>GCC Region",,simple
1799,"[:en]Saudi Arabia Healthcare[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Healthcare|Country>Saudi Arabia",,simple
1806,"[:en]Kuwait Remittance Industry[:ar]صناعة التحويلات المالية في دولة الكويت[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,"Country>Kuwait|Industry>Remittance Industry",,simple
1807,"[:en]Saudi Brokerage[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Brokerage|Country>Saudi Arabia",,simple
1810,"[:en]Kuwait Contracting[:]","[:en]Industry Research Report[:]",,simple,0,,Industry>Contracting|Country>Kuwait,,simple
1815,"[:en]Saudi Insurance[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Insurance|Country>Saudi Arabia",,simple
1829,"[:en]GCC Investment Banking[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Investment",,simple
1832,"[:en]UAE Media[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Media|Country>United Arab Emirates",,simple
1837,"[:en]Where and how can expats own properties in GCC?[:ar]أين وكيف يمكن للوافدين تملك العقارات في دول مجلس التعاون الخليجي؟[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Real Estate",,simple
1838,"[:en]GCC Wealth Management[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Wealth Management",,simple
1844,"[:en]Kuwait Petrochemicals[:]","[:en]Industry Research Report[:]",,simple,0,,Country>Kuwait|Industry>Petrochemicals,,simple
1845,"Saudi Retail","Industry Research Report",,simple,0,,"Industry>Retail|Country>Saudi Arabia",,simple
1846,"[:en]Saudi Arabia Asset Management[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Asset Management|Country>Saudi Arabia",,simple
1847,"[:en]GCC Social Media[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Media",,simple
1848,"[:en]Saudi Hospitality[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Hospitality|Country>Saudi Arabia",,simple
1849,"[:en]Kuwait Telecom[:]","[:en]Industry Research Report[:]",,simple,0,,Country>Kuwait|Industry>Telecom,,simple
1850,"[:en]Metals and Mining[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
1851,"[:en]GCC Luxury Retail[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Retail",,simple
1879,"[:en]GCC Media[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Media",,simple
1880,"[:en]GCC Petrochemicals[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Petrochemicals",,simple
1881,"[:en]GCC Institutional Investors I - SWF[:ar]GCC Institutional Investors I - SWF[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
1888,"[:en]GCC Islamic Finance[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
1894,"[:en]Kuwait Aviation[:ar]قطاع الطيران في الكويت[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,Industry>Aviation|Country>Kuwait,,simple
1900,"[:en]GCC Family Business[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
1904,"[:en]UAE Investment Banking[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Investment|Country>United Arab Emirates",,simple
1914,"UAE Luxury Retail","Industry Research Report",,simple,0,,"Industry>Retail|Country>United Arab Emirates",,simple
1915,"[:en]UAE Social Media[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Media|Country>United Arab Emirates",,simple
1917,"[:en]UAE Telecom[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Telecom|Country>United Arab Emirates",,simple
1918,"[:en]UAE Wealth Management[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>United Arab Emirates|Industry>Wealth Management",,simple
1919,"[:en]When GCC Women Invest[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
1920,"[:en]UAE Brokerage[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Brokerage|Country>United Arab Emirates",,simple
1921,"[:en]UAE Contracting[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Contracting|Country>United Arab Emirates",,simple
1925,"[:en]UAE Education[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Education|Country>United Arab Emirates",,simple
1926,"[:en]Saudi Mortgage[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Others|Country>Saudi Arabia",,simple
1927,"[:en]Saudi Petrochemicals[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Petrochemicals|Country>Saudi Arabia",,simple
1932,"[:en]Saudi Telecom Sector[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>Saudi Arabia|Industry>Telecom",,simple
1935,"[:en]Saudi Remittance Industry[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Remittance Industry|Country>Saudi Arabia",,simple
1947,"[:en]UAE Asset Management[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Asset Management|Country>United Arab Emirates",,simple
1959,"[:en]GCC Healthcare[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Healthcare",,simple
1963,"[:en]Kuwait Luxury Retail[:]","[:en]In the lap of luxury[:]",,simple,0,,Country>Kuwait|Industry>Retail,,simple
