id,Title,Permalink,"Product categories",Slug
1620,"[:en]Qatar Telecom Sector[:]",https://www.marmoremena.com/reports/qatar-telecom/,Country>Qatar|Industry>Telecom,qatar-telecom
1621,"[:en]REITs in GCC[:]",https://www.marmoremena.com/reports/reits-in-gcc/,"Country>GCC Region|Industry>Others",reits-in-gcc
1622,"[:en]Saudi Arabia Banking Sector: Caught in the COVID-19 Grip[:]",https://www.marmoremena.com/reports/saudi-arabia-banking/,"Industry>Banking|Country>Saudi Arabia",saudi-arabia-banking
1623,"[:en]GCC Food & Beverage Sector[:ar]قطاع المأكولات والمشروبات في دول مجلس التعاون الخليجي[:]",https://www.marmoremena.com/reports/gcc-food-beverage-sector/,"Country>GCC Region|Industry>Others",gcc-food-beverage-sector
1625,"[:en]Demographics & Kuwait Banking[:]",https://www.marmoremena.com/reports/demographics-and-kuwait-banking/,Industry>Banking|Country>Kuwait|Industry>Others,demographics-and-kuwait-banking
1631,"[:en]UAE Hospitality[:ar]قطاع الضيافة في الإمارات[:]",https://www.marmoremena.com/reports/uae-hospitality/,"Industry>Hospitality|Country>United Arab Emirates",uae-hospitality
1632,"[:en]GCC Banking Sector 2018 - 7 Factors to Watch[:ar]القطاع المصرفي في دول مجلس التعاون الخليجي 2018[:]",https://www.marmoremena.com/reports/gcc-banking-sector-2018-7-factors-to-watch/,"Industry>Banking|Country>GCC Region",gcc-banking-sector-2018-7-factors-to-watch
1633,"[:en]Consulting in GCC: Understanding the Value Add[:ar]الخدمات الاستشارية في دول مجلس التعاون الخليجي: الإحاطة بقيمتها المضافة[:]",https://www.marmoremena.com/reports/consulting-in-gcc-understanding-the-value-add/,"Policy>Economic Diversification and Sustainability|Country>GCC Region",consulting-in-gcc-understanding-the-value-add
1634,"[:en]Crowdfunding in the GCC - A New and Faster Source of Funding[:ar]التمويل الجماعي في دول مجلس التعاون الخليجي[:]",https://www.marmoremena.com/reports/crowdfunding-in-the-gcc-a-new-and-faster-source-of-funding/,"Technology|Country>GCC Region",crowdfunding-in-the-gcc-a-new-and-faster-source-of-funding
1635,"[:en]AI: The Implications for Jobs in the GCC[:ar]الذكاء الصناعي: تداعيات الوظائف في دول مجلس التعاون الخليجي[:]",https://www.marmoremena.com/reports/ai-the-implications-for-jobs-in-the-gcc/,"Technology|Country>GCC Region|Policy>Productivity and Workforce Studies",ai-the-implications-for-jobs-in-the-gcc
1636,"[:en]Militarization of GCC[:ar]الدعم العسكري في دول مجلس التعاون الخليجي[:]",https://www.marmoremena.com/reports/militarization-of-gcc/,"Country>GCC Region|Policy>Macroeconomic Policies",militarization-of-gcc
1637,"[:en]Blockchain: More respectable so far than Crypto’s[:ar]تقنية بلوك تشين: ذات موثوقية، حتى الآن[:]",https://www.marmoremena.com/reports/blockchain-more-respectable-so-far-than-cryptos/,"Technology|Country>GCC Region",blockchain-more-respectable-so-far-than-cryptos
1638,"[:en]Kuwait Labour Productivity[:ar]إنتاجية العمالة في الكويت[:]",https://www.marmoremena.com/reports/kuwait-labour-productivity/,"Country>Kuwait|Policy>Productivity and Workforce Studies",kuwait-labour-productivity
1639,"[:en]Kuwait’s PPP Law[:ar]قانون الشراكة بين القطاعين العام والخاص في دولة الكويت[:]",https://www.marmoremena.com/reports/kuwaits-ppp-law/,Country>Kuwait|Policy>Regulatory,kuwaits-ppp-law
1641,"[:en]GCC Free Trade Zones[:ar]المناطق التجارية الحرة في الخليج[:]",https://www.marmoremena.com/reports/gcc-free-trade-zones/,"Country>GCC Region|Policy>Productivity and Workforce Studies",gcc-free-trade-zones
1642,"[:en]Kuwait SME’s - Accelerating Economic Diversification[:ar]المشروعات الصغيرة والمتوسطة في الكويت – الإسراع بوتيرة التنويع الاقتصادي[:]",https://www.marmoremena.com/reports/kuwait-smes-accelerating-economic-diversification/,"Policy>Economic Diversification and Sustainability|Country>Kuwait",kuwait-smes-accelerating-economic-diversification
1643,"[:en]Kuwait and China - Areas of Partnership for Facilitating Sustainable Economic Development[:ar]مجالات الشراكة تحقيقاً للتنمية المستدامة - الكويت والصين[:]",https://www.marmoremena.com/reports/kuwait-and-china-areas-of-partnership-for-facilitating-sustainable-economic-development/,"Country>Kuwait|Policy>National Competitiveness and Innovation",kuwait-and-china-areas-of-partnership-for-facilitating-sustainable-economic-development
1644,"[:en]LJY - Yes We Can: FDI in Kuwait[:ar]نعم نستطيع - الاستثمار الأجنبي المباشر[:]",https://www.marmoremena.com/reports/yes-we-can-fdi-in-kuwait/,"Country>Kuwait|Policy>Macroeconomic Policies",yes-we-can-fdi-in-kuwait
1645,"[:en]Extending the Lifeline – Healthcare[:ar]إطالة أمد الحياة – الرعاية الصحية[:]",https://www.marmoremena.com/reports/extending-the-lifeline-healthcare/,"Country>GCC Region|Policy>Industries and Sectorial Policies",extending-the-lifeline-healthcare
1646,"[:en]Spreading Wings[:ar]بسط الأجنحة[:]",https://www.marmoremena.com/reports/spreading-wings/,"Country>GCC Region|Policy>Industries and Sectorial Policies",spreading-wings
1647,"[:en]Shop at Shops – Retail[:ar]المتاجر – قطاع التجزئة[:]",https://www.marmoremena.com/reports/shop-at-shops-retail/,"Policy>Industries and Sectorial Policies|Country>Kuwait",shop-at-shops-retail
1648,"[:en]Future of Oil with Alternative Energies for Kuwait[:ar]مستقبل النفط و الطاقات البديلة للكويت[:]",https://www.marmoremena.com/reports/future-of-oil-with-alternative-energies-for-kuwait/,"Policy>Economic Diversification and Sustainability|Country>Kuwait",future-of-oil-with-alternative-energies-for-kuwait
1649,"[:en]GCC Economic and Investment Themes 2019[:ar]أبرز القضايا الاقتصادية والاستثمارية الخليجية في 2019[:]",https://www.marmoremena.com/reports/gcc-economic-and-investment-themes-2019/,"Economy|Country>GCC Region",gcc-economic-and-investment-themes-2019
1650,"[:en]Kuwait - India: Opportunities for Further Leverage[:ar]الكويت – الهند: فرص أكثر للارتقاء[:]",https://www.marmoremena.com/reports/kuwait-india-opportunities-for-further-leverage/,Economy|Country>Kuwait,kuwait-india-opportunities-for-further-leverage
1651,"[:en]Kuwait and Germany - Opportunities for Further Leverage[:ar]الكويت وألمانيا: فرص أكثر للارتقاء[:]",https://www.marmoremena.com/reports/kuwait-and-germany-opportunities-for-further-leverage/,Economy|Country>Kuwait,kuwait-and-germany-opportunities-for-further-leverage
1653,"[:en]Kuwait in 20 Charts[:ar]الكويت في 20 رسمه[:]",https://www.marmoremena.com/reports/kuwait-in-20-charts/,Economy|Country>Kuwait,kuwait-in-20-charts
1654,"[:en]GCC 2017 in 10 charts[:ar]10 رسوم بيانية توجز المشهد الاقتصادي لدول التعاون في 2017[:]",https://www.marmoremena.com/reports/gcc-2017-in-10-charts/,"Economy|Country>GCC Region",gcc-2017-in-10-charts
1656,"[:en]GCC Economic Themes 2018[:ar]أبرز القضايا الاقتصادية الخليجية في 2018[:]",https://www.marmoremena.com/reports/gcc-economic-themes-2018/,"Economy|Country>GCC Region",gcc-economic-themes-2018
1657,"[:en]GCC Stock Market Outlook 2019[:ar]النظرة المستقبلية لأسواق الأسهم في دول مجلس التعاون الخليجي 2019[:]",https://www.marmoremena.com/reports/gcc-stock-market-outlook-2019/,"Country>GCC Region|Capital Markets>Market Outlook",gcc-stock-market-outlook-2019
1662,"[:en]GCC markets feel the impact of trade war[:ar]تأثير واضح للحرب التجارية على الأسواق الخليجية[:]",https://www.marmoremena.com/reports/the-month-that-was-gcc-markets-feel-the-impact-of-trade-war/,"Country>GCC Region|Capital Markets>Market Outlook",the-month-that-was-gcc-markets-feel-the-impact-of-trade-war
1663,"[:en]GCC Markets lifted by the rally in UAE and Kuwait equities[:ar]أداء قوي للأسواق الخليجية مدفوعاً بأداء الأسهم الكويتية والإماراتية[:]",https://www.marmoremena.com/reports/the-month-that-was-gcc-markets-lifted-by-the-rally-in-uae-and-kuwait-equities/,"Capital Markets>Market Outlook",the-month-that-was-gcc-markets-lifted-by-the-rally-in-uae-and-kuwait-equities
1664,"[:en]Kuwait stock market continues to be the best performer[:ar]السوق الكويتي لا يزال الأفضل أداءً بين أسواق الأسهم الخليجية[:]",https://www.marmoremena.com/reports/the-month-that-was-kuwait-stock-market-continues-to-be-the-best-performer/,"Capital Markets>Market Outlook",the-month-that-was-kuwait-stock-market-continues-to-be-the-best-performer
1665,"[:en]A topsy-turvy May for GCC Markets[:ar]تراجع أداء معظم الأسواق الخليجية خلال شهر مايو[:]",https://www.marmoremena.com/reports/the-month-that-was-a-topsy-turvy-may-for-gcc-markets/,"Capital Markets>Market Outlook",the-month-that-was-a-topsy-turvy-may-for-gcc-markets
1666,"[:en]Oil Rally Fuels Stock Markets in GCC[:ar]ارتفاع أسعار النفط ينعش أسواق المال الخليجية[:]",https://www.marmoremena.com/reports/the-month-that-was-oil-rally-fuels-stock-markets-in-gcc/,"Capital Markets>Market Outlook",the-month-that-was-oil-rally-fuels-stock-markets-in-gcc
1667,"[:en]GCC Stock Markets - Riding on global euphoria![:ar]زخم الإدراج في المؤشرات العالمية يدفع أداء معظم الأسواق الخليجية إيجابياً[:]",https://www.marmoremena.com/reports/the-month-that-was-gcc-stock-markets-riding-on-global-euphoria/,"Capital Markets>Market Outlook",the-month-that-was-gcc-stock-markets-riding-on-global-euphoria
1668,"[:en]GCC Stock Markets – A Tepid February[:ar]أداء باهت لأسواق الأسهم الخليجية في فبراير[:]",https://www.marmoremena.com/reports/the-month-that-was-gcc-stock-markets-a-tepid-february/,"Capital Markets>Market Outlook",the-month-that-was-gcc-stock-markets-a-tepid-february
1669,"[:en]Equities off to a flying start in 2019[:ar]انطلاقة قوية للأسهم في عام 2019[:]",https://www.marmoremena.com/reports/the-month-that-was-equities-off-to-a-flying-start-in-2019/,"Capital Markets>Market Outlook",the-month-that-was-equities-off-to-a-flying-start-in-2019
1670,"[:en]GCC M&A Report - Q1 2019[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الأول 2019[:]",https://www.marmoremena.com/reports/gcc-ma-report-q1-2019/,"Capital Markets>GCC M&amp;A|Country>GCC Region",gcc-ma-report-q1-2019
1671,"[:en]GCC M&A Report - Q4 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الرابع 2018[:]",https://www.marmoremena.com/reports/gcc-ma-report-q4-2018/,"Capital Markets>GCC M&amp;A|Country>GCC Region",gcc-ma-report-q4-2018
1672,"[:en]GCC M&A Report - Q3 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الثالث 2018[:]",https://www.marmoremena.com/reports/gcc-ma-report-q3-2018/,"Capital Markets>GCC M&amp;A|Country>GCC Region",gcc-ma-report-q3-2018
1673,"[:en]GCC M&A Report - Q2 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الثاني 2018[:]",https://www.marmoremena.com/reports/gcc-ma-report-q2-2018/,"Capital Markets>GCC M&amp;A|Country>GCC Region",gcc-ma-report-q2-2018
1674,"[:en]GCC M&A Report - Q1 2018[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الأول 2018[:]",https://www.marmoremena.com/reports/gcc-ma-report-q1-2018/,"Capital Markets>GCC M&amp;A|Country>GCC Region",gcc-ma-report-q1-2018
1675,"[:en]GCC Bonds and Sukuk Market Survey- H1 2018[:ar]استطلاع سوق الصكوك والسندات في دول مجلس التعاون الخليجي – النص الأول 2018[:]",https://www.marmoremena.com/reports/gcc-bonds-and-sukuk-market-survey-h1-2018/,"Capital Markets>GCC Bonds and Sukuk Market|Country>GCC Region",gcc-bonds-and-sukuk-market-survey-h1-2018
1676,"[:en]GCC Corporate Earnings – 2018[:ar]أرباح الشركات الخليجية - 2018[:]",https://www.marmoremena.com/reports/gcc-corporate-earnings-2018/,"Capital Markets>GCC Corporate Earnings|Country>GCC Region",gcc-corporate-earnings-2018
1677,"[:en]GCC Corporate Earnings – 2017[:ar]أرباح الشركات الخليجية - 2017[:]",https://www.marmoremena.com/reports/gcc-corporate-earnings-2017/,"Capital Markets>GCC Corporate Earnings|Country>GCC Region",gcc-corporate-earnings-2017
1678,"[:en]GCC Bonds and Sukuk Market Survey 2017[:ar]مسح سوق الصكوك والسندات في دول مجلس التعاون الخليجي لعام 2017[:]",https://www.marmoremena.com/reports/gcc-bonds-and-sukuk-market-survey-2017/,"Capital Markets>GCC Bonds and Sukuk Market|Country>GCC Region",gcc-bonds-and-sukuk-market-survey-2017
1679,"[:en]GCC WACC - H1 2018[:ar]المتوسط المرجّح لتكلفة رأس المال في دول مجلس التعاون الخليجي – النصف الأول 2018[:]",https://www.marmoremena.com/reports/gcc-wacc-h1-2018/,"Country>GCC Region|Capital Markets>GCC WACC",gcc-wacc-h1-2018
1680,"[:en]GCC WACC – H2 2017[:ar]المتوسط المرجح لتكلفة راس المال في دول مجلس التعاون الخليجي – النصف الثاني من عام 2017[:]",https://www.marmoremena.com/reports/gcc-wacc-h2-2017/,"Country>GCC Region|Capital Markets>GCC WACC",gcc-wacc-h2-2017
1681,"[:en]GCC Regulatory Digest H2 2018[:ar]مراجعة الجهات الرقابية الخليجية - النصف الثاني 2018[:]",https://www.marmoremena.com/reports/gcc-regulatory-digest-h2-2018/,"Country>GCC Region|Policy>Regulatory",gcc-regulatory-digest-h2-2018
1682,"[:en]GCC Regulatory Digest H1 2018[:ar]موجز التنظيمات والتشريعات الجديدة في دول مجلس التعاون الخليجي – النصف الأول 2018[:]",https://www.marmoremena.com/reports/gcc-regulatory-digest-h1-2018/,"Country>GCC Region|Policy>Regulatory",gcc-regulatory-digest-h1-2018
1684,"[:en]Saudi Arabia opens up Islamic bonds to retail investors[:ar]المملكة العربية السعودية تفتح السندات الإسلامية للمستثمرين الأفراد[:]",https://www.marmoremena.com/reports/saudi-arabia-opens-up-islamic-bonds-to-retail-investors/,"Others>First Take|Country>Saudi Arabia",saudi-arabia-opens-up-islamic-bonds-to-retail-investors
1685,"[:en]Kuwait Budget 2019-20: 4th year of deficits after 16 years of surplus-Needed a national investment policy to spur capital markets[:ar]موازنة الكويت 2019-20 السنة الرابعة من العجز بعد 16 سنة من الفائض - مما يستوجب سياسة استثمار وطنية لتحفيز أسواق رأس المال[:]",https://www.marmoremena.com/reports/kuwait-budget-2019-20-4th-year-of-deficits-after-16-years-of-surplus-needed-a-national-investment-policy-to-spur-capital-markets/,"Others>First Take|Country>Kuwait",kuwait-budget-2019-20-4th-year-of-deficits-after-16-years-of-surplus-needed-a-national-investment-policy-to-spur-capital-markets
1686,"[:en]Sheikh Jaber Al-Ahmad Al-Sabah Causeway: A $3 Billion Mega Infrastructure Project in Kuwait[:ar]جسر الشيخ جابر الأحمد الصباح: مشروع خاص بالبنية التحتية الضخمة بقيمة 3 مليار دولار في الكويت[:]",https://www.marmoremena.com/reports/sheikh-jaber-al-ahmad-al-sabah-causeway-a-3-billion-mega-infrastructure-project-in-kuwait/,"Others>First Take|Country>Kuwait",sheikh-jaber-al-ahmad-al-sabah-causeway-a-3-billion-mega-infrastructure-project-in-kuwait
1687,"[:en]A Rainy Day in Kuwait: Flash Floods (Bilingual)[:]",https://www.marmoremena.com/reports/a-rainy-day-in-kuwait-flash-floods-bilingual/,"Others>First Take|Country>Kuwait",a-rainy-day-in-kuwait-flash-floods-bilingual
1688,"[:en]A Conceptual Experiment: CBUAE and SAMA Test on Digital Currencies[:]",https://www.marmoremena.com/reports/a-conceptual-experiment-cbuae-and-sama-test-on-digital-currencies/,"Others>First Take|Country>GCC Region",a-conceptual-experiment-cbuae-and-sama-test-on-digital-currencies
1689,"[:en]U.S. - China Trade War & Implications for the GCC region[:]",https://www.marmoremena.com/reports/u-s-china-trade-war-implications-for-the-gcc-region/,"Others>First Take|Country>GCC Region",u-s-china-trade-war-implications-for-the-gcc-region
1690,"[:en]Abraaj: Stunning Past, Stunted Future[:]",https://www.marmoremena.com/reports/abraaj-stunning-past-stunted-future/,"Others>First Take|Country>MENA Region",abraaj-stunning-past-stunted-future
1691,"[:en]Boursa Kuwait adopts FTSE Russel Industry Classification Benchmark[:]",https://www.marmoremena.com/reports/boursa-kuwait-adopts-ftse-russel-industry-classification-benchmark/,"Others>First Take|Country>Kuwait",boursa-kuwait-adopts-ftse-russel-industry-classification-benchmark
1692,"[:en]Kingdom of Saudi Arabia’s Privatization Plan[:]",https://www.marmoremena.com/reports/kingdom-of-saudi-arabias-privatization-plan/,"Others>First Take|Country>Saudi Arabia",kingdom-of-saudi-arabias-privatization-plan
1693,"[:en]U.S. Withdrawal from Iran Deal[:]",https://www.marmoremena.com/reports/u-s-withdrawal-from-iran-deal/,"Others>First Take",u-s-withdrawal-from-iran-deal
1694,"[:en]Tax Cuts and Jobs Act - Corporate America Measures Impact[:]",https://www.marmoremena.com/reports/tax-cuts-and-jobs-act-corporate-america-measures-impact/,"Others>First Take",tax-cuts-and-jobs-act-corporate-america-measures-impact
1695,"[:en]Shale Oil Discovery: Miracle for Manama?[:]",https://www.marmoremena.com/reports/shale-oil-discovery-miracle-for-manama/,"Country>Bahrain|Others>First Take",shale-oil-discovery-miracle-for-manama
1696,"[:en]Remittance Tax in Kuwait: Is it coming finally?[:]",https://www.marmoremena.com/reports/remittance-tax-in-kuwait-is-it-coming-finally/,"Others>First Take|Country>Kuwait",remittance-tax-in-kuwait-is-it-coming-finally
1697,"[:en]Boursa Kuwait Initiates Second Phase of Market Development[:]",https://www.marmoremena.com/reports/boursa-kuwait-initiates-second-phase-of-market-development/,"Others>First Take|Country>Kuwait",boursa-kuwait-initiates-second-phase-of-market-development
1698,"[:en]Nasdaq Dubai launches equity index futures[:]",https://www.marmoremena.com/reports/nasdaq-dubai-launches-equity-index-futures/,"Others>First Take|Country>United Arab Emirates",nasdaq-dubai-launches-equity-index-futures
1699,"[:en]Soft Bank Vision Fund[:]",https://www.marmoremena.com/reports/soft-bank-vision-fund/,"Others>Cut to the Chase",soft-bank-vision-fund
1700,"[:en]GDPR and Data Security - How will it impact GCC?[:]",https://www.marmoremena.com/reports/gdpr-and-data-security-how-will-it-impact-gcc/,"Others>Cut to the Chase|Country>GCC Region",gdpr-and-data-security-how-will-it-impact-gcc
1701,[:en]Petro-yuan[:],https://www.marmoremena.com/reports/petro-yuan/,"Others>Cut to the Chase",petro-yuan
1702,"[:en]Fintech and GCC[:]",https://www.marmoremena.com/reports/fintech-and-gcc/,"Others>Cut to the Chase|Country>GCC Region",fintech-and-gcc
1703,[:en]RegTech[:],https://www.marmoremena.com/reports/regtech/,"Others>Cut to the Chase",regtech
1704,"[:en]Regulatory Sandboxes[:]",https://www.marmoremena.com/reports/regulatory-sandboxes/,"Others>Cut to the Chase",regulatory-sandboxes
1765,"[:en]GCC Ridesharing - Estimating the Market Size[:ar]قطاع تقاسم الركوب في دول الخليج – تقديرات لحجم السوق[:]",https://www.marmoremena.com/reports/gcc-ride-sharing-sector-estimating-the-market-size/,"Technology|Country>GCC Region",gcc-ride-sharing-sector-estimating-the-market-size
1780,"[:en]GCC M&A Report - Q2 2019[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الثاني 2019[:]",https://www.marmoremena.com/reports/gcc-ma-report-q2-2019/,"Capital Markets>GCC M&amp;A|Country>GCC Region",gcc-ma-report-q2-2019
1799,"[:en]Saudi Arabia Healthcare[:]",https://www.marmoremena.com/reports/saudi-healthcare/,"Industry>Healthcare|Country>Saudi Arabia",saudi-healthcare
1806,"[:en]Kuwait Remittance Industry[:ar]صناعة التحويلات المالية في دولة الكويت[:]",https://www.marmoremena.com/reports/kuwait-remittance-industry/,"Country>Kuwait|Industry>Remittance Industry",kuwait-remittance-industry
1807,"[:en]Saudi Brokerage[:]",https://www.marmoremena.com/reports/saudi-brokerage/,"Industry>Brokerage|Country>Saudi Arabia",saudi-brokerage
1810,"[:en]Kuwait Contracting[:]",https://www.marmoremena.com/reports/kuwait-contracting/,Industry>Contracting|Country>Kuwait,kuwait-contracting
1815,"[:en]Saudi Insurance[:]",https://www.marmoremena.com/reports/saudi-insurance/,"Industry>Insurance|Country>Saudi Arabia",saudi-insurance
1829,"[:en]GCC Investment Banking[:]",https://www.marmoremena.com/reports/gcc-investment-banking/,"Country>GCC Region|Industry>Investment",gcc-investment-banking
1832,"[:en]UAE Media[:]",https://www.marmoremena.com/reports/uae-media/,"Industry>Media|Country>United Arab Emirates",uae-media
1837,"[:en]Where and how can expats own properties in GCC?[:ar]أين وكيف يمكن للوافدين تملك العقارات في دول مجلس التعاون الخليجي؟[:]",https://www.marmoremena.com/reports/where-and-how-can-expats-own-properties-in-gcc/,"Country>GCC Region|Industry>Real Estate",where-and-how-can-expats-own-properties-in-gcc
1838,"[:en]GCC Wealth Management[:]",https://www.marmoremena.com/reports/gcc-wealth-management/,"Country>GCC Region|Industry>Wealth Management",gcc-wealth-management
1844,"[:en]Kuwait Petrochemicals[:]",https://www.marmoremena.com/reports/kuwait-petrochemicals/,Country>Kuwait|Industry>Petrochemicals,kuwait-petrochemicals
1845,"Saudi Retail",https://www.marmoremena.com/reports/saudi-retail/,"Industry>Retail|Country>Saudi Arabia",saudi-retail
1846,"[:en]Saudi Arabia Asset Management[:]",https://www.marmoremena.com/reports/saudi-asset-management/,"Industry>Asset Management|Country>Saudi Arabia",saudi-asset-management
1847,"[:en]GCC Social Media[:]",https://www.marmoremena.com/reports/gcc-social-media/,"Country>GCC Region|Industry>Media",gcc-social-media
1848,"[:en]Saudi Hospitality[:]",https://www.marmoremena.com/reports/saudi-hospitality/,"Industry>Hospitality|Country>Saudi Arabia",saudi-hospitality
1849,"[:en]Kuwait Telecom[:]",https://www.marmoremena.com/reports/kuwait-telecom/,Country>Kuwait|Industry>Telecom,kuwait-telecom
1850,"[:en]Metals and Mining[:]",https://www.marmoremena.com/reports/metals-and-mining/,"Country>GCC Region|Industry>Others",metals-and-mining
1851,"[:en]GCC Luxury Retail[:]",https://www.marmoremena.com/reports/gcc-luxury-retail/,"Country>GCC Region|Industry>Retail",gcc-luxury-retail
1879,"[:en]GCC Media[:]",https://www.marmoremena.com/reports/gcc-media/,"Country>GCC Region|Industry>Media",gcc-media
